ID,TYPE,MODEL,BATTERY,BATTERYLIFE,HARDDISK,HARDDISKLIFE,PROCESSOR,PROCESSORLIFE,COOLINGFAN,COOLINGFANLIFE,sum,dailyuse
1410113563,Office,O1,3000,43,4000,14,3700,14,350,27,98,5
1410113564,Home,H3,4500,3,5500,46,4300,23,550,30,102,5
1210113867,Gaming,G2,6500,4,8500,29,6600,18,700,41,92,5
1410113566,Home,H3,4500,3,5500,41,4300,41,550,35,120,4
1410113567,Home,H3,4500,37,5500,51,4300,13,550,18,119,4
1210114088,Gaming,G2,6500,11,8500,24,6600,18,700,46,99,5
1410113569,Home,H3,4500,27,5500,52,4300,15,550,39,133,4
1410113570,Office,O1,3000,40,4000,14,3700,21,350,41,116,4
1410113571,Home,H3,4500,12,5500,43,4300,31,550,38,124,4
1410113572,Student,S1,1500,6,4500,17,2500,20,350,41,84,6
1410113573,Home,H3,4500,24,5500,46,4300,20,550,33,123,4
1410113574,Home,H1,2500,27,3000,22,2200,20,300,18,87,6
1210114160,Gaming,G2,6500,18,8500,29,6600,20,700,21,88,6
1410113576,Home,H3,4500,34,5500,47,4300,28,550,43,152,3
1410113577,Home,H3,4500,27,5500,47,4300,28,550,39,141,4
1410113578,Student,S3,3500,41,8000,34,4150,46,600,14,135,4
1410113579,Office,O1,3000,23,4000,15,3700,38,350,42,118,4
1410113580,Student,S2,2500,32,7000,35,3500,28,500,33,128,4
1210114230,Gaming,G2,6500,22,8500,30,6600,34,700,25,111,5
1210114303,Gaming,G2,6500,53,8500,28,6600,32,700,42,155,3
1210114331,Gaming,G2,6500,31,8500,32,6600,45,700,45,153,3
1410113584,Office,O3,4500,39,6500,39,5500,39,600,44,161,3
1210114442,Gaming,G2,6500,45,8500,28,6600,19,700,40,132,4
1410113586,Student,S1,1500,16,4500,17,2500,14,350,21,68,7
1410113587,Student,S1,1500,0,4500,17,2500,42,350,44,103,5
1410113588,Home,H3,4500,18,5500,46,4300,26,550,19,109,5
1210114858,Gaming,G2,6500,56,8500,30,6600,37,700,33,156,3
1410113590,Office,O1,3000,31,4000,14,3700,30,350,33,108,5
1410113591,Home,H2,3500,15,4500,36,3200,38,400,31,120,4
1410113592,Student,S3,3500,54,8000,39,4150,18,600,48,159,3
1410113593,Office,O3,4500,42,6500,40,5500,25,600,36,143,3
1410113594,Office,O2,3800,12,5000,17,4400,35,450,38,102,5
1410113595,Student,S2,2500,31,7000,34,3500,33,500,26,124,4
1410113596,Office,O3,4500,23,6500,33,5500,26,600,45,127,4
1210114923,Gaming,G2,6500,44,8500,27,6600,47,700,36,154,3
1210114970,Gaming,G2,6500,23,8500,27,6600,48,700,48,146,3
1410113599,Home,H1,2500,45,3000,24,2200,40,300,39,148,3
1410113600,Office,O2,3800,2,5000,17,4400,13,450,14,46,11
1210115075,Gaming,G2,6500,28,8500,30,6600,17,700,30,105,5
1210115227,Gaming,G2,6500,34,8500,28,6600,38,700,13,113,4
1410113603,Office,O1,3000,4,4000,14,3700,37,350,33,88,6
1410113604,Office,O2,3800,38,5000,19,4400,26,450,45,128,4
1410113605,Office,O2,3800,15,5000,19,4400,18,450,31,83,6
1210115239,Gaming,G2,6500,35,8500,29,6600,48,700,18,130,4
1410113607,Home,H1,2500,4,3000,24,2200,15,300,38,81,6
1210115247,Gaming,G2,6500,34,8500,32,6600,25,700,35,126,4
1210115322,Gaming,G2,6500,6,8500,31,6600,24,700,13,74,7
1410113610,Home,H3,4500,5,5500,43,4300,40,550,33,121,4
1410113611,Student,S2,2500,55,7000,25,3500,15,500,44,139,4
1410113612,Office,O3,4500,23,6500,34,5500,32,600,27,116,4
1410113613,Home,H3,4500,46,5500,41,4300,32,550,39,158,3
1410113614,Home,H1,2500,2,3000,19,2200,20,300,13,54,9
1410113615,Student,S2,2500,15,7000,33,3500,28,500,15,91,5
1410113616,Student,S2,2500,47,7000,35,3500,48,500,27,157,3
1210115551,Gaming,G2,6500,25,8500,24,6600,20,700,34,103,5
1410113618,Office,O3,4500,33,6500,35,5500,45,600,29,142,4
1410113619,Office,O3,4500,5,6500,40,5500,40,600,23,108,5
1410113620,Home,H3,4500,15,5500,51,4300,14,550,20,100,5
1410113621,Office,O2,3800,12,5000,18,4400,25,450,46,101,5
1410113622,Office,O1,3000,25,4000,11,3700,16,350,21,73,7
1210115682,Gaming,G2,6500,46,8500,28,6600,41,700,16,131,4
1410113624,Home,H2,3500,9,4500,32,3200,20,400,45,106,5
1410113625,Student,S1,1500,12,4500,17,2500,47,350,20,96,5
1410113626,Student,S3,3500,43,8000,38,4150,23,600,36,140,4
1210115729,Gaming,G2,6500,6,8500,34,6600,45,700,38,123,4
1410113628,Home,H2,3500,40,4500,25,3200,27,400,16,108,5
1210115936,Gaming,G2,6500,15,8500,29,6600,34,700,21,99,5
1410113630,Office,O1,3000,12,4000,13,3700,20,350,22,67,7
1410113631,Student,S1,1500,7,4500,19,2500,35,350,34,95,5
1410113632,Office,O2,3800,54,5000,16,4400,23,450,36,129,4
1410113633,Office,O2,3800,33,5000,17,4400,24,450,16,90,6
1210116115,Gaming,G2,6500,40,8500,33,6600,17,700,20,110,5
1410113635,Student,S2,2500,15,7000,32,3500,41,500,31,119,4
1410113636,Student,S1,1500,29,4500,17,2500,43,350,14,103,5
1410113637,Office,O2,3800,17,5000,15,4400,26,450,37,95,5
1410113638,Student,S3,3500,49,8000,44,4150,19,600,45,157,3
1410113639,Office,O1,3000,13,4000,11,3700,37,350,27,88,6
1410113640,Office,O1,3000,52,4000,14,3700,36,350,22,124,4
1410113641,Home,H1,2500,37,3000,23,2200,26,300,47,133,4
1410113642,Student,S1,1500,12,4500,15,2500,45,350,48,120,4
1410113643,Student,S2,2500,31,7000,32,3500,22,500,27,112,4
1210116263,Gaming,G2,6500,27,8500,29,6600,19,700,39,114,4
1410113645,Student,S2,2500,42,7000,35,3500,45,500,19,141,4
1410113646,Home,H3,4500,30,5500,44,4300,48,550,32,154,3
1410113647,Office,O2,3800,28,5000,19,4400,22,450,41,110,5
1210116301,Gaming,G2,6500,34,8500,32,6600,32,700,30,128,4
1410113649,Office,O2,3800,56,5000,16,4400,27,450,27,126,4
1410113650,Office,O3,4500,23,6500,32,5500,32,600,16,103,5
1410113651,Office,O3,4500,16,6500,29,5500,21,600,18,84,6
1410113652,Home,H3,4500,1,5500,39,4300,21,550,34,95,5
1410113653,Office,O1,3000,56,4000,14,3700,43,350,39,152,3
1410113654,Student,S1,1500,10,4500,17,2500,42,350,34,103,5
1410113655,Office,O1,3000,7,4000,11,3700,31,350,45,94,5
1410113656,Student,S2,2500,21,7000,31,3500,34,500,23,109,5
1410113657,Home,H3,4500,34,5500,38,4300,32,550,29,133,4
1410113658,Student,S3,3500,21,8000,34,4150,21,600,26,102,5
1410113659,Office,O2,3800,15,5000,19,4400,31,450,22,87,6
1410113660,Office,O1,3000,3,4000,13,3700,41,350,33,90,6
1410113661,Home,H1,2500,6,3000,22,2200,37,300,26,91,5
1410113662,Student,S3,3500,4,8000,36,4150,46,600,20,106,5
1410113663,Home,H1,2500,16,3000,19,2200,46,300,33,114,4
1410113664,Office,O1,3000,41,4000,14,3700,27,350,45,127,4
1210116534,Gaming,G2,6500,7,8500,20,6600,19,700,23,69,7
1410113666,Student,S3,3500,38,8000,43,4150,43,600,40,164,3
1410113667,Home,H2,3500,37,4500,32,3200,40,400,15,124,4
1410113668,Student,S3,3500,47,8000,40,4150,13,600,40,140,4
1410113669,Home,H3,4500,25,5500,47,4300,36,550,41,149,3
1410113670,Home,H3,4500,16,5500,46,4300,34,550,34,130,4
1410113671,Student,S3,3500,30,8000,34,4150,14,600,27,105,5
1410113672,Home,H2,3500,23,4500,35,3200,47,400,25,130,4
1210116548,Gaming,G2,6500,17,8500,28,6600,32,700,15,92,5
1410113674,Home,H3,4500,33,5500,49,4300,39,550,45,166,3
1410113675,Student,S2,2500,4,7000,31,3500,15,500,13,63,8
1410113676,Student,S3,3500,46,8000,33,4150,35,600,23,137,4
1410113677,Office,O3,4500,41,6500,32,5500,26,600,18,117,4
1210116599,Gaming,G2,6500,54,8500,32,6600,36,700,45,167,3
1410113679,Student,S2,2500,6,7000,26,3500,20,500,25,77,6
1410113680,Student,S1,1500,37,4500,15,2500,36,350,38,126,4
1410113681,Office,O2,3800,38,5000,17,4400,30,450,21,106,5
1210116656,Gaming,G2,6500,11,8500,28,6600,38,700,36,113,4
1410113683,Office,O2,3800,52,5000,22,4400,48,450,44,166,3
1210116778,Gaming,G2,6500,53,8500,30,6600,31,700,17,131,4
1410113685,Home,H2,3500,15,4500,29,3200,44,400,22,110,5
1410113686,Student,S1,1500,25,4500,19,2500,23,350,36,103,5
1410113687,Home,H3,4500,25,5500,37,4300,38,550,40,140,4
1410113688,Student,S3,3500,42,8000,37,4150,32,600,35,146,3
1410113689,Office,O1,3000,3,4000,15,3700,14,350,25,57,9
1410113690,Home,H1,2500,34,3000,22,2200,39,300,46,141,4
1210117002,Gaming,G2,6500,26,8500,28,6600,35,700,47,136,4
1210117041,Gaming,G2,6500,17,8500,28,6600,13,700,41,99,5
1410113693,Office,O2,3800,18,5000,18,4400,40,450,48,124,4
1410113694,Office,O3,4500,56,6500,29,5500,33,600,22,140,4
1410113695,Office,O3,4500,14,6500,31,5500,28,600,34,107,5
1410113696,Office,O3,4500,24,6500,30,5500,40,600,30,124,4
1410113697,Student,S2,2500,50,7000,34,3500,45,500,34,163,3
1410113698,Student,S1,1500,12,4500,16,2500,25,350,36,89,6
1410113699,Home,H2,3500,39,4500,28,3200,24,400,35,126,4
1210117073,Gaming,G2,6500,7,8500,29,6600,17,700,32,85,6
1410113701,Student,S2,2500,18,7000,32,3500,35,500,47,132,4
1410113702,Home,H2,3500,42,4500,37,3200,45,400,34,158,3
1410113703,Office,O3,4500,31,6500,28,5500,16,600,27,102,5
1410113704,Home,H2,3500,31,4500,27,3200,42,400,20,120,4
1410113705,Home,H1,2500,43,3000,23,2200,27,300,17,110,5
1410113706,Home,H3,4500,51,5500,46,4300,40,550,44,181,3
1410113707,Student,S1,1500,47,4500,17,2500,13,350,45,122,4
1410113708,Student,S1,1500,11,4500,15,2500,14,350,41,81,6
1410113709,Office,O2,3800,55,5000,18,4400,16,450,32,121,4
1210117195,Gaming,G2,6500,39,8500,32,6600,48,700,22,141,4
1410113711,Student,S3,3500,52,8000,39,4150,26,600,40,157,3
1410113712,Office,O3,4500,15,6500,33,5500,20,600,46,114,4
1410113713,Student,S3,3500,37,8000,40,4150,27,600,45,149,3
1410113714,Home,H2,3500,36,4500,38,3200,45,400,25,144,3
1410113715,Home,H1,2500,27,3000,26,2200,16,300,26,95,5
1210117248,Gaming,G2,6500,29,8500,29,6600,35,700,17,110,5
1410113717,Student,S1,1500,7,4500,15,2500,36,350,32,90,6
1410113718,Home,H2,3500,41,4500,32,3200,28,400,15,116,4
1410113719,Student,S1,1500,10,4500,19,2500,47,350,32,108,5
1410113720,Student,S2,2500,24,7000,28,3500,41,500,17,110,5
1410113721,Student,S2,2500,22,7000,34,3500,19,500,21,96,5
1410113722,Office,O3,4500,44,6500,30,5500,28,600,40,142,4
1210117415,Gaming,G2,6500,25,8500,30,6600,42,700,39,136,4
1410113724,Office,O2,3800,33,5000,15,4400,26,450,47,121,4
1410113725,Home,H1,2500,17,3000,26,2200,37,300,26,106,5
1410113726,Student,S1,1500,9,4500,14,2500,18,350,41,82,6
1410113727,Office,O3,4500,48,6500,35,5500,15,600,40,138,4
1410113728,Home,H1,2500,16,3000,18,2200,43,300,41,118,4
1210117758,Gaming,G2,6500,26,8500,27,6600,47,700,33,133,4
1410113730,Home,H3,4500,23,5500,46,4300,26,550,37,132,4
1410113731,Office,O1,3000,18,4000,15,3700,38,350,33,104,5
1410113732,Office,O1,3000,13,4000,14,3700,43,350,25,95,5
1210117805,Gaming,G2,6500,32,8500,27,6600,38,700,13,110,5
1410113734,Office,O1,3000,45,4000,13,3700,16,350,44,118,4
1410113735,Office,O1,3000,46,4000,14,3700,26,350,21,107,5
1410113736,Home,H1,2500,14,3000,24,2200,31,300,33,102,5
1410113737,Home,H2,3500,53,4500,30,3200,25,400,43,151,3
1410113738,Office,O2,3800,56,5000,17,4400,31,450,47,151,3
1410113739,Office,O1,3000,27,4000,13,3700,37,350,26,103,5
1410113740,Student,S2,2500,34,7000,33,3500,26,500,27,120,4
1410113741,Home,H3,4500,46,5500,42,4300,46,550,28,162,3
1410113742,Home,H1,2500,26,3000,23,2200,46,300,17,112,4
1210117827,Gaming,G2,6500,28,8500,27,6600,43,700,30,128,4
1410113744,Office,O1,3000,41,4000,12,3700,42,350,33,128,4
1410113745,Student,S1,1500,18,4500,16,2500,20,350,15,69,7
1210117913,Gaming,G2,6500,29,8500,29,6600,25,700,33,116,4
1410113747,Home,H1,2500,38,3000,19,2200,31,300,26,114,4
1410113748,Home,H1,2500,51,3000,22,2200,16,300,25,114,4
1410113749,Student,S1,1500,39,4500,16,2500,48,350,15,118,4
1410113750,Office,O1,3000,50,4000,13,3700,35,350,14,112,4
1210117939,Gaming,G2,6500,22,8500,27,6600,38,700,18,105,5
1410113752,Student,S1,1500,54,4500,17,2500,40,350,22,133,4
1410113753,Office,O1,3000,47,4000,15,3700,20,350,47,129,4
1410113754,Office,O3,4500,19,6500,30,5500,13,600,44,106,5
1410113755,Office,O3,4500,37,6500,33,5500,47,600,20,137,4
1410113756,Office,O3,4500,37,6500,33,5500,24,600,14,108,5
1410113757,Office,O2,3800,36,5000,21,4400,35,450,18,110,5
1210118019,Gaming,G2,6500,16,8500,25,6600,47,700,21,109,5
1410113759,Student,S3,3500,1,8000,44,4150,46,600,15,106,5
1410113760,Student,S2,2500,54,7000,30,3500,42,500,32,158,3
1410113761,Home,H2,3500,40,4500,30,3200,23,400,44,137,4
1410113762,Student,S1,1500,20,4500,18,2500,18,350,14,70,7
1410113763,Home,H3,4500,5,5500,52,4300,39,550,16,112,4
1410113764,Home,H2,3500,31,4500,33,3200,17,400,32,113,4
1410113765,Home,H2,3500,46,4500,31,3200,25,400,18,120,4
1410113766,Home,H3,4500,20,5500,38,4300,40,550,33,131,4
1210118207,Gaming,G2,6500,25,8500,26,6600,35,700,47,133,4
1210118364,Gaming,G2,6500,8,8500,25,6600,21,700,36,90,6
1410113769,Home,H2,3500,55,4500,31,3200,22,400,43,151,3
1410113770,Home,H1,2500,13,3000,27,2200,15,300,24,79,6
1410113771,Home,H3,4500,12,5500,45,4300,13,550,30,100,5
1410113772,Student,S3,3500,45,8000,35,4150,32,600,13,125,4
1410113773,Student,S3,3500,53,8000,38,4150,34,600,43,168,3
1210118561,Gaming,G2,6500,11,8500,28,6600,40,700,35,114,4
1410113775,Home,H2,3500,29,4500,26,3200,37,400,18,110,5
1410113776,Office,O1,3000,37,4000,11,3700,23,350,41,112,4
1410113777,Home,H1,2500,26,3000,21,2200,14,300,41,102,5
1410113778,Home,H1,2500,46,3000,21,2200,21,300,46,134,4
1410113779,Office,O3,4500,32,6500,30,5500,28,600,22,112,4
1410113780,Office,O1,3000,8,4000,15,3700,13,350,20,56,9
1210118784,Gaming,G2,6500,40,8500,31,6600,33,700,13,117,4
1410113782,Home,H2,3500,40,4500,34,3200,27,400,19,120,4
1210118786,Gaming,G2,6500,26,8500,24,6600,39,700,39,128,4
1210119098,Gaming,G2,6500,38,8500,28,6600,19,700,16,101,5
1410113785,Student,S2,2500,11,7000,29,3500,30,500,48,118,4
1410113786,Office,O2,3800,40,5000,21,4400,39,450,23,123,4
1410113787,Student,S2,2500,53,7000,35,3500,22,500,48,158,3
1410113788,Office,O3,4500,41,6500,34,5500,28,600,43,146,3
1410113789,Home,H1,2500,2,3000,24,2200,36,300,31,93,5
1410113790,Home,H3,4500,40,5500,46,4300,28,550,47,161,3
1210119168,Gaming,G2,6500,34,8500,29,6600,37,700,40,140,4
1410113792,Home,H1,2500,26,3000,24,2200,26,300,13,89,6
1410113793,Home,H3,4500,23,5500,41,4300,15,550,33,112,4
1210119250,Gaming,G2,6500,9,8500,33,6600,17,700,38,97,5
1210119272,Gaming,G2,6500,2,8500,27,6600,31,700,34,94,5
1410113796,Office,O1,3000,18,4000,15,3700,15,350,43,91,5
1410113797,Office,O2,3800,31,5000,17,4400,30,450,39,117,4
1410113798,Student,S2,2500,10,7000,32,3500,13,500,30,85,6
1210119304,Gaming,G2,6500,46,8500,31,6600,21,700,14,112,4
1410113800,Student,S3,3500,16,8000,37,4150,46,600,39,138,4
1410113801,Student,S3,3500,7,8000,36,4150,44,600,30,117,4
1410113802,Office,O1,3000,16,4000,14,3700,37,350,18,85,6
1210119459,Gaming,G2,6500,34,8500,24,6600,26,700,32,116,4
1410113804,Student,S3,3500,12,8000,41,4150,48,600,16,117,4
1210119485,Gaming,G2,6500,47,8500,29,6600,14,700,28,118,4
1410113806,Office,O1,3000,24,4000,13,3700,45,350,45,127,4
1410113807,Home,H3,4500,11,5500,45,4300,46,550,13,115,4
1410113808,Home,H3,4500,36,5500,44,4300,25,550,38,143,3
1410113809,Office,O1,3000,7,4000,16,3700,21,350,18,62,8
1210119786,Gaming,G2,6500,26,8500,19,6600,37,700,20,102,5
1410113811,Home,H2,3500,52,4500,27,3200,29,400,21,129,4
1410113812,Student,S3,3500,54,8000,44,4150,39,600,47,184,3
1410113813,Home,H1,2500,17,3000,25,2200,14,300,42,98,5
1410113814,Office,O3,4500,0,6500,30,5500,23,600,20,73,7
1110110066,Gaming,G2,6500,32,8500,28,6600,18,700,27,105,5
1410113816,Home,H1,2500,32,3000,20,2200,41,300,30,123,4
1410113817,Student,S1,1500,34,4500,13,2500,13,350,41,101,5
1410113818,Home,H2,3500,24,4500,38,3200,18,400,35,115,4
1410113819,Home,H1,2500,41,3000,19,2200,15,300,18,93,5
1410113820,Office,O2,3800,38,5000,18,4400,21,450,46,123,4
1410113821,Home,H2,3500,56,4500,33,3200,31,400,39,159,3
1410113822,Student,S1,1500,8,4500,18,2500,20,350,41,87,6
1410113823,Office,O2,3800,24,5000,19,4400,20,450,38,101,5
1410113824,Home,H1,2500,27,3000,20,2200,20,300,41,108,5
1410113825,Home,H1,2500,8,3000,23,2200,20,300,33,84,6
1110110252,Gaming,G2,6500,21,8500,24,6600,28,700,18,91,5
1410113827,Office,O1,3000,52,4000,15,3700,28,350,21,116,4
1410113828,Student,S2,2500,40,7000,36,3500,46,500,43,165,3
1110110538,Gaming,G2,6500,7,8500,35,6600,38,700,39,119,4
1110110576,Gaming,G2,6500,53,8500,30,6600,28,700,14,125,4
1410113831,Office,O1,3000,7,4000,12,3700,34,350,42,95,5
1410113832,Student,S1,1500,34,4500,15,2500,32,350,33,114,4
1410113833,Student,S2,2500,11,7000,29,3500,45,500,25,110,5
1410113834,Student,S2,2500,24,7000,33,3500,39,500,42,138,4
1110110772,Gaming,G2,6500,27,8500,28,6600,19,700,45,119,4
1410113836,Office,O3,4500,31,6500,36,5500,14,600,44,125,4
1410113837,Student,S3,3500,44,8000,38,4150,42,600,40,164,3
1110110839,Gaming,G2,6500,53,8500,34,6600,26,700,21,134,4
1410113839,Student,S2,2500,35,7000,26,3500,37,500,44,142,4
1410113840,Student,S3,3500,43,8000,39,4150,30,600,19,131,4
1110110868,Gaming,G2,6500,3,8500,24,6600,38,700,33,98,5
1110110995,Gaming,G2,6500,4,8500,27,6600,18,700,33,82,6
1110111091,Gaming,G2,6500,3,8500,35,6600,25,700,31,94,5
1410113844,Home,H3,4500,37,5500,41,4300,35,550,48,161,3
1110111347,Gaming,G2,6500,11,8500,30,6600,33,700,36,110,5
1410113846,Student,S2,2500,27,7000,35,3500,26,500,38,126,4
1410113847,Home,H1,2500,40,3000,24,2200,47,300,26,137,4
1110111381,Gaming,G2,6500,12,8500,24,6600,48,700,45,129,4
1410113849,Home,H2,3500,6,4500,29,3200,40,400,36,111,5
1410113850,Home,H2,3500,24,4500,34,3200,13,400,48,119,4
1410113851,Office,O1,3000,27,4000,13,3700,17,350,39,96,5
1410113852,Office,O2,3800,18,5000,18,4400,38,450,14,88,6
1410113853,Office,O3,4500,34,6500,30,5500,37,600,30,131,4
1110111403,Gaming,G2,6500,27,8500,26,6600,26,700,13,92,5
1410113855,Student,S3,3500,41,8000,38,4150,18,600,33,130,4
1410113856,Home,H1,2500,23,3000,23,2200,48,300,45,139,4
1410113857,Student,S2,2500,32,7000,28,3500,15,500,31,106,5
1410113858,Office,O3,4500,22,6500,33,5500,25,600,18,98,5
1410113859,Student,S2,2500,53,7000,26,3500,24,500,38,141,4
1410113860,Home,H2,3500,31,4500,34,3200,40,400,35,140,4
1410113861,Office,O1,3000,39,4000,11,3700,15,350,13,78,6
1410113862,Office,O2,3800,45,5000,19,4400,32,450,33,129,4
1410113863,Office,O1,3000,16,4000,10,3700,32,350,44,102,5
1410113864,Student,S1,1500,0,4500,18,2500,20,350,27,65,8
1110111421,Gaming,G2,6500,18,8500,31,6600,28,700,39,116,4
1410113866,Office,O2,3800,56,5000,18,4400,48,450,13,135,4
1110111515,Gaming,G2,6500,31,8500,34,6600,20,700,15,100,5
1410113868,Student,S2,2500,15,7000,28,3500,45,500,27,115,4
1110111550,Gaming,G2,6500,54,8500,27,6600,40,700,34,155,3
1410113870,Home,H1,2500,42,3000,17,2200,14,300,29,102,5
1410113871,Home,H1,2500,12,3000,17,2200,25,300,23,77,6
1410113872,Home,H1,2500,31,3000,24,2200,16,300,20,91,5
1410113873,Home,H3,4500,23,5500,39,4300,41,550,46,149,3
1110111567,Gaming,G2,6500,44,8500,30,6600,20,700,21,115,4
1110111708,Gaming,G2,6500,23,8500,31,6600,47,700,16,117,4
1410113876,Home,H3,4500,45,5500,43,4300,23,550,45,156,3
1410113877,Home,H1,2500,2,3000,26,2200,45,300,20,93,5
1410113878,Home,H2,3500,28,4500,29,3200,27,400,36,120,4
1410113879,Student,S1,1500,34,4500,15,2500,34,350,38,121,4
1410113880,Student,S1,1500,4,4500,18,2500,20,350,16,58,9
1410113881,Home,H1,2500,38,3000,23,2200,35,300,21,117,4
1410113882,Home,H1,2500,15,3000,24,2200,23,300,22,84,6
1410113883,Office,O1,3000,35,4000,12,3700,24,350,34,105,5
1410113884,Office,O2,3800,4,5000,17,4400,17,450,36,74,7
1110111864,Gaming,G2,6500,34,8500,26,6600,41,700,16,117,4
1410113886,Home,H3,4500,6,5500,47,4300,43,550,20,116,4
1410113887,Student,S3,3500,5,8000,44,4150,26,600,31,106,5
1110111948,Gaming,G2,6500,55,8500,31,6600,19,700,14,119,4
1410113889,Home,H2,3500,23,4500,30,3200,37,400,37,127,4
1110112182,Gaming,G2,6500,46,8500,30,6600,36,700,45,157,3
1110112233,Gaming,G2,6500,2,8500,32,6600,26,700,27,87,6
1110112523,Gaming,G2,6500,15,8500,35,6600,45,700,22,117,4
1410113893,Student,S2,2500,47,7000,26,3500,22,500,47,142,4
1110112563,Gaming,G2,6500,25,8500,27,6600,19,700,48,119,4
1410113895,Student,S1,1500,33,4500,18,2500,45,350,27,123,4
1410113896,Office,O2,3800,5,5000,16,4400,48,450,39,108,5
1110112594,Gaming,G2,6500,15,8500,26,6600,22,700,19,82,6
1110112660,Gaming,G2,6500,12,8500,27,6600,32,700,32,103,5
1410113899,Student,S2,2500,25,7000,31,3500,27,500,41,124,4
1410113900,Office,O1,3000,46,4000,14,3700,32,350,30,122,4
1410113901,Student,S3,3500,9,8000,43,4150,21,600,27,100,5
1110112936,Gaming,G2,6500,12,8500,32,6600,21,700,16,81,6
1410113903,Office,O1,3000,43,4000,16,3700,43,350,18,120,4
1110113235,Gaming,G2,6500,6,8500,31,6600,42,700,34,113,4
1410113905,Home,H1,2500,40,3000,20,2200,31,300,39,130,4
1410113906,Home,H3,4500,15,5500,37,4300,34,550,34,120,4
1410113907,Office,O1,3000,12,4000,18,3700,32,350,45,107,5
1410113908,Office,O1,3000,7,4000,14,3700,21,350,23,65,8
1410113909,Student,S1,1500,54,4500,16,2500,31,350,29,130,4
1110113242,Gaming,G2,6500,33,8500,29,6600,41,700,26,129,4
1410113911,Home,H3,4500,40,5500,47,4300,37,550,22,146,3
1410113912,Student,S3,3500,15,8000,34,4150,46,600,33,128,4
1110113492,Gaming,G2,6500,29,8500,29,6600,46,700,26,130,4
1110113835,Gaming,G2,6500,17,8500,30,6600,27,700,20,94,5
1410113915,Office,O1,3000,49,4000,14,3700,19,350,33,115,4
1410113916,Office,O2,3800,13,5000,22,4400,43,450,45,123,4
1110113871,Gaming,G2,6500,52,8500,27,6600,40,700,23,142,4
1410113918,Home,H3,4500,37,5500,39,4300,13,550,40,129,4
1410113919,Home,H1,2500,12,3000,22,2200,36,300,15,85,6
1110114192,Gaming,G2,6500,31,8500,28,6600,34,700,40,133,4
1110114477,Gaming,G2,6500,27,8500,29,6600,14,700,41,111,5
1110114514,Gaming,G2,6500,42,8500,31,6600,47,700,34,154,3
1410113923,Student,S3,3500,30,8000,34,4150,32,600,27,123,4
1110114654,Gaming,G2,6500,28,8500,22,6600,39,700,25,114,4
1410113925,Office,O2,3800,34,5000,19,4400,15,450,15,83,6
1410113926,Office,O2,3800,56,5000,16,4400,35,450,45,152,3
1110114858,Gaming,G2,6500,23,8500,24,6600,26,700,13,86,6
1410113928,Student,S3,3500,16,8000,39,4150,36,600,23,114,4
1410113929,Office,O2,3800,1,5000,17,4400,20,450,18,56,9
1410113930,Student,S1,1500,56,4500,17,2500,36,350,45,154,3
1110114975,Gaming,G2,6500,10,8500,26,6600,30,700,25,91,5
1110115000,Gaming,G2,6500,7,8500,27,6600,38,700,38,110,5
1410113933,Home,H1,2500,21,3000,26,2200,48,300,21,116,4
1410113934,Student,S1,1500,34,4500,18,2500,31,350,36,119,4
1110115169,Gaming,G2,6500,21,8500,25,6600,44,700,44,134,4
1110115222,Gaming,G2,6500,15,8500,31,6600,23,700,29,98,5
1410113937,Office,O1,3000,3,4000,14,3700,38,350,25,80,6
1110115310,Gaming,G2,6500,6,8500,24,6600,32,700,46,108,5
1410113939,Office,O2,3800,4,5000,17,4400,14,450,47,82,6
1410113940,Home,H3,4500,16,5500,49,4300,39,550,41,145,3
1410113941,Home,H1,2500,41,3000,18,2200,35,300,48,142,4
1410113942,Office,O3,4500,7,6500,30,5500,13,600,22,72,7
1410113943,Student,S1,1500,38,4500,17,2500,40,350,34,129,4
1410113944,Student,S1,1500,37,4500,17,2500,33,350,30,117,4
1410113945,Student,S3,3500,47,8000,36,4150,28,600,34,145,3
1410113946,Office,O3,4500,25,6500,30,5500,40,600,36,131,4
1110115324,Gaming,G2,6500,16,8500,25,6600,45,700,35,121,4
1410113948,Office,O3,4500,30,6500,26,5500,25,600,32,113,4
1410113949,Home,H1,2500,23,3000,25,2200,24,300,47,119,4
1410113950,Home,H2,3500,17,4500,33,3200,17,400,34,101,5
1410113951,Home,H2,3500,33,4500,33,3200,35,400,27,128,4
1110115342,Gaming,G2,6500,4,8500,27,6600,45,700,20,96,5
1410113953,Office,O2,3800,46,5000,20,4400,16,450,17,99,5
1410113954,Home,H1,2500,41,3000,23,2200,42,300,44,150,3
1410113955,Student,S3,3500,54,8000,40,4150,24,600,45,163,3
1410113956,Student,S3,3500,6,8000,38,4150,25,600,41,110,5
1410113957,Student,S2,2500,37,7000,32,3500,19,500,32,120,4
1410113958,Student,S2,2500,38,7000,27,3500,20,500,22,107,5
1410113959,Home,H2,3500,11,4500,32,3200,32,400,40,115,4
1110115420,Gaming,G2,6500,52,8500,33,6600,27,700,46,158,3
1110115546,Gaming,G2,6500,53,8500,29,6600,26,700,45,153,3
1410113962,Office,O2,3800,15,5000,17,4400,16,450,25,73,7
1410113963,Student,S3,3500,25,8000,37,4150,48,600,26,136,4
1110115843,Gaming,G2,6500,25,8500,30,6600,26,700,17,98,5
1110116059,Gaming,G2,6500,42,8500,31,6600,20,700,32,125,4
